"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","easement","building_class_at_present","address","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
1,"alphabet city            ","07  rentals - walkup apartments             ","2B",372,19," ","C7"," 292 east 3 street                         ",10009,9,1,10,"2,401","6,920",1920," 2 "," C7 ","$670,509",5/11/2009
1,"alphabet city            ","07  rentals - walkup apartments             ","2A",377,53," ","C2"," 269 east 7 street                         ",10009,5,0,5,"2,169","3,657",1900," 2 "," C2 ",$0,3/25/2009
1,"alphabet city            ","07  rentals - walkup apartments             ",2,385,53," ","C4"," 234 east 2 street                         ",10009,15,0,15,"2,542","9,062",1900," 2 "," C4 ",$10,10/1/2009
1,"alphabet city            ","07  rentals - walkup apartments             ",2,402,28," ","C4"," 168 east 7 street                         ",10009,20,0,20,"2,533","9,720",1911," 2 "," C4 ",$1,3/2/2009
1,"alphabet city            ","07  rentals - walkup apartments             ",2,404,43," ","C4"," 325 east 10 street                        ",10009,18,0,18,"2,370","11,000",1900," 2 "," C4 ",$0,1/6/2010
1,"alphabet city            ","07  rentals - walkup apartments             ",2,406,42," ","C7"," 543 east 12 street                        ",10009,18,1,19,"3,622","11,951",1900," 2 "," C7 ",$0,12/30/2009
1,"alphabet city            ","08  rentals - elevator apartments           ",2,401,29," ","D1"," 538 east 6 street                         ",10009,18,0,18,"2,232","11,447",1900," 2 "," D1 ",$10,10/1/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,373,40," ","C6"," 327 east 3rd street, 4c                   ",10009,0,0,0,0,0,1920," 2 "," C6 ","$370,000",7/6/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,373,46," ","C6"," 317 east 3rd street, 17                   ",10009,0,0,0,0,0,1925," 2 "," C6 ","$295,000",8/7/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,373,49," ","C6"," 311 east 3rd street, 17                   ",10009,0,0,0,0,0,1920," 2 "," C6 ","$340,000",12/7/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,374,65," ","C6"," 309 east 4th street, 5d                   ",10009,0,0,0,0,0,1900," 2 "," C6 ",$1,3/9/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,376,16," ","C6"," 248 east 7th   street, 17-18              ",10009,0,0,0,0,0,1928," 2 "," C6 ","$565,000",7/10/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,376,18," ","C6"," 252 east 7th street, 13                   ",10009,0,0,0,0,0,1928," 2 "," C6 ","$627,000",3/31/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,376,18," ","C6"," 252 east 7th street, 5                    ",10009,0,0,0,0,0,1928," 2 "," C6 ","$1,150,000",9/21/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,386,20," ","C6"," 268 east 4th street, 4ab                  ",10009,0,0,0,0,0,1923," 2 "," C6 ","$385,000",8/6/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,387,15," ","C6"," 610 east 5th street, 4                    ",10009,0,0,0,0,0,1900," 2 "," C6 ","$340,000",4/20/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,387,15," ","C6"," 610 east 5th street, 9                    ",10009,0,0,0,0,0,1900," 2 "," C6 ","$360,000",5/18/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,387,15," ","C6"," 610 east 5th street, 13                   ",10009,0,0,0,0,0,1900," 2 "," C6 ","$382,500",11/11/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,387,37," ","C6"," 55 avenue c, 8                            ",10009,0,0,0,0,0,1900," 2 "," C6 ","$499,000",9/9/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,387,37," ","C6"," 55 avenue c, 17                           ",10009,0,0,0,0,0,1900," 2 "," C6 ","$510,000",9/15/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,389,21," ","C6"," 206 east 7th street, 21                   ",10009,0,0,0,0,0,1900," 2 "," C6 ",$0,4/7/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",389,26," ","C6"," 216 east 7th street, 1                    ",10009,0,0,0,0,0,1925," 2 "," C6 ","$590,000",4/24/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",389,26," ","C6"," 216 east 7th, 5                           ",10009,0,0,0,0,0,1925," 2 "," C6 ","$460,000",5/20/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,390,42," ","C6"," 219 east 7th street, 21                   ",10009,0,0,0,0,0,1910," 2 "," C6 ","$495,000",5/1/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,390,42," ","C6"," 219 east 7th street, 18                   ",10009,0,0,0,0,0,1910," 2 "," C6 ","$495,000",5/1/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,390,55," ","C6"," 199 east 7th street, 3d                   ",10009,0,0,0,0,0,1935," 2 "," C6 ","$465,000",11/6/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,391,21," ","C6"," 628 e.9th street, 1a                      ",10009,0,0,0,0,0,1910," 2 "," C6 ","$90,000",7/13/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,391,48," ","C6"," 323 east 8th street, 4b                   ",10009,0,0,0,0,0,1910," 2 "," C6 ","$475,000",3/27/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,391,48," ","C6"," 323 east 8th street, 6c                   ",10009,0,0,0,0,0,1910," 2 "," C6 ","$265,000",4/13/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,391,48," ","C6"," 323 east 8th street, g                    ",10009,0,0,0,0,0,1910," 2 "," C6 ","$390,000",4/9/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,391,57," ","C6"," 303 east 8th street, 1r                   ",10009,0,0,0,0,0,1900," 2 "," C6 ",$0,7/14/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,394,52," ","C6"," 633 east 11th street, 16                  ",10009,0,0,0,0,0,1937," 2 "," C6 ","$285,000",10/21/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,394,52," ","C6"," 633 east 11 street, 10                    ",10009,0,0,0,0,0,1937," 2 "," C6 ","$400,000",2/8/2010
1,"alphabet city            ","09  coops - walkup apartments               ",2,396,20," ","C6"," 626 east 14th street, 6                   ",10009,0,0,0,0,0,1920," 2 "," C6 ","$375,000",3/4/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,396,20," ","C6"," 636 east 14th street, 18                  ",10009,0,0,0,0,0,1920," 2 "," C6 ","$401,267",5/27/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,396,20," ","C6"," 628 east 14th street, 14                  ",10009,0,0,0,0,0,1920," 2 "," C6 ","$397,552",12/9/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,397,25," ","C6"," 185 east 2nd street, 3b                   ",10009,0,0,0,0,0,1915," 2 "," C6 ","$348,000",3/31/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,397,25," ","C6"," 185 east 2 street, 1d                     ",10009,0,0,0,0,0,1915," 2 "," C6 ","$330,000",8/20/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,398,66," ","C6"," 24 avenue a                               ",10009,20,3,23,"3,450","15,308",1900," 2 "," C6 ",$0,1/20/2010
1,"alphabet city            ","09  coops - walkup apartments               ",2,398,66," ","C6"," 24 avenue a                               ",10009,0,0,0,0,0,1900," 2 "," C6 ",$0,1/20/2010
1,"alphabet city            ","09  coops - walkup apartments               ","2C",401,12," ","C6"," 504 east 6th street, 3                    ",10009,0,0,0,0,0,1900," 2 "," C6 ","$492,000",7/23/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",402,49," ","C6"," 533 east 6th street, 6                    ",10009,0,0,0,0,0,1900," 2 "," C6 ","$700,000",12/7/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,404,10," ","C6"," 512 east 11th street, 4d                  ",10009,0,0,0,0,0,1929," 2 "," C6 ","$280,000",5/21/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",404,11," ","C6"," 514 east 11th street, 2a                  ",10009,0,0,0,0,0,1929," 2 "," C6 ","$200,000",6/18/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,404,13," ","C6"," 518 east 11th street, 2b                  ",10009,0,0,0,0,0,1900," 2 "," C6 ","$572,500",5/4/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,404,21," ","C6"," 534 east11th, 19                          ",10009,0,0,0,0,0,1920," 2 "," C6 ","$80,000",11/30/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",404,26," ","C6"," 544 east 11th street, 2a                  ",10009,0,0,0,0,0,1928," 2 "," C6 ","$535,000",8/6/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",404,27," ","C6"," 546 east 11th street, 1b                  ",10009,0,0,0,0,0,1900," 2 "," C6 ",$0,3/6/2009
1,"alphabet city            ","09  coops - walkup apartments               ","2C",404,49," ","C6"," 313 east 10th street, 4                   ",10009,0,0,0,0,0,1900," 2 "," C6 ","$990,000",4/21/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,18," ","C6"," 524 east 13th street, d2                  ",10009,0,0,0,0,0,1925," 2 "," C6 ",$0,12/2/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,50," ","C6"," 527 east 12th street, c8                  ",10009,0,0,0,0,0,1901," 2 "," C6 ","$380,000",9/22/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,50," ","C6"," 527 east 12th street, a4                  ",10009,0,0,0,0,0,1901," 2 "," C6 ","$302,000",11/3/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,50," ","C6"," 527 east 12th, a6                         ",10009,0,0,0,0,0,1901," 2 "," C6 ","$336,000",1/8/2010
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,61," ","C6"," 507 east 12th street, 4b                  ",10009,0,0,0,0,0,1900," 2 "," C6 ","$425,000",8/25/2009
1,"alphabet city            ","09  coops - walkup apartments               ",2,406,61," ","C6"," 507 east 12th street, 3a                  ",10009,0,0,0,0,0,1900," 2 "," C6 ","$420,000",1/25/2010
1,"alphabet city            ","10  coops - elevator apartments             ",2,386,36," ","D0"," 300 east 4th street, 1-c                  ",10009,0,0,0,0,0,1940," 2 "," D0 ","$750,000",4/10/2009
1,"alphabet city            ","10  coops - elevator apartments             ",2,386,36," ","D0"," 300 east 4th street, 5b                   ",10009,0,0,0,0,0,1940," 2 "," D0 ","$710,000",1/6/2010
1,"alphabet city            ","12  condos - walkup apartments              ",2,393,1002," ","R2"," 642 east 11 street, a1                    ",10009,1,0,1,0,"1,135",0," 2 "," R2 ","$1,050,000",7/13/2009
1,"alphabet city            ","12  condos - walkup apartments              ",2,398,1018," ","R2"," 182 east 2 street, 3d                     ",10009,1,0,1,0,416,0," 2 "," R2 ",$0,4/28/2009
1,"alphabet city            ","12  condos - walkup apartments              ",2,398,1027," ","R2"," 182 east 2 street, 4f                     ",10009,1,0,1,0,723,0," 2 "," R2 ",$0,7/28/2009
1,"alphabet city            ","12  condos - walkup apartments              ",2,398,1028," ","R2"," 182 east 2 street, 4g                     ",10009,1,0,1,0,727,0," 2 "," R2 ",$0,1/25/2010
1,"alphabet city            ","12  condos - walkup apartments              ",2,398,1040," ","R2"," 182 east 2 street, 6f                     ",10009,1,0,1,0,723,0," 2 "," R2 ",$0,4/10/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,375,1010," ","R4"," 754 east 6 street, 3d                     ",10009,1,0,1,0,"1,070",0," 2 "," R4 ",$0,9/1/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,390,1012," ","R4"," 217 east 7 street, 4a-b                   ",10009,1,0,1,0,"1,048",0," 2 "," R4 ","$775,000",11/24/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,390,1017," ","R4"," 217 east 7 street, 6c-d                   ",10009,1,0,1,0,"1,054",0," 2 "," R4 ","$976,000",11/24/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,392,1004," ","R4"," 143 avenue b, 2c                          ",10009,1,0,1,0,"1,000",1928," 2 "," R4 ",$0,7/1/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,392,1046," ","R4"," 143 avenue b, 9d                          ",10009,1,0,1,"6,442",450,1928," 2 "," R4 ","$585,000",6/11/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,392,1064," ","R4"," 143 avenue b, 12a                         ",10009,1,0,1,"6,442",490,1928," 2 "," R4 ","$585,000",7/2/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,392,1113," ","R4"," 631 east 9 street                         ",10009,1,0,1,0,0,0," 2 "," R4 ",$0,6/5/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,397,1012," ","R4"," 175 east 2 street, 3b                     ",10009,1,0,1,0,740,0," 2 "," R4 ","$750,000",9/11/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,397,1017," ","R4"," 175 east 2 street, 4c                     ",10009,1,0,1,0,750,0," 2 "," R4 ","$712,500",12/21/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,397,1113," ","R4"," 240 east houston street, 4e               ",10002,1,0,1,0,"1,000",0," 2 "," R4 ","$790,000",8/13/2009
1,"alphabet city            ","13  condos - elevator apartments            ",2,405,1307," ","R4"," 525 east 11 street, 3f                    ",10009,1,0,1,0,632,0," 2 "," R4 ","$700,000",10/28/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",374,1002," ","R1"," 305 east 4 street, 2                      ",10009,1,0,1,0,928,0," 2 "," R1 ","$720,000",2/3/2010
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",374,1002," ","R1"," 305 east 4 street, 2                      ",10009,1,0,1,0,928,0," 2 "," R1 ","$680,000",2/3/2010
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",377,1101," ","R1"," 259 east 7 street, g                      ",10009,1,0,1,"5,830","2,780",0," 2 "," R1 ","$2,125,000",10/15/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",377,1102," ","R1"," 259 east 7 street, 1a                     ",10009,1,0,1,"5,830","1,539",0," 2 "," R1 ","$1,577,300",12/9/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",377,1104," ","R1"," 259 east 7 street, 2a                     ",10009,1,0,1,"5,830","1,539",0," 2 "," R1 ","$1,500,000",12/15/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",377,1108," ","R1"," 259 east 7 street, ph                     ",10009,1,0,1,"5,830","6,665",0," 2 "," R1 ","$5,854,937",7/29/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",384,1003," ","R1"," 211 east 2 street, 3                      ",10009,1,0,1,0,905,1905," 2 "," R1 ","$675,250",9/25/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",384,1005," ","R1"," 211 east 2 street, 5                      ",10009,1,0,1,0,"1,310",1905," 2 "," R1 ",$0,4/9/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",394,1005," ","R1"," 645 east 11 street, 3a                    ",10009,1,0,1,0,750,0," 2 "," R1 ","$1,078,500",10/9/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",394,1006," ","R1"," 645 east 11 street, 3b                    ",10009,1,0,1,0,750,0," 2 "," R1 ",$0,10/9/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",405,1105," ","R1"," 549 east 11 street, a2                    ",10009,1,0,1,0,"1,079",0," 2 "," R1 ",$0,9/23/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",406,1103," ","R1"," 525 east 12 street, 3a                    ",10009,1,0,1,0,"1,286",2007," 2 "," R1 ","$1,221,900",3/12/2009
1,"alphabet city            ","15  condos - 2-10 unit residential          ","2C",406,1105," ","R1"," 525 east 12 street, 5a                    ",10009,1,0,1,0,"1,286",2007," 2 "," R1 ","$1,200,000",7/24/2009
1,"alphabet city            ","17  condops                                 ",2,398,1102," ","R9"," 186 east 2nd   street, 7                  ",10009,0,0,0,0,0,1920," 2 "," R9 ","$285,000",10/27/2009
1,"alphabet city            ","17  condops                                 ",2,399,1002," ","R9"," 50 avenue a, 4b                           ",10009,0,0,0,0,0,1920," 2 "," R9 ","$860,000",6/5/2009
1,"alphabet city            ","17  condops                                 ",2,399,1002," ","R9"," 50 avenue a, 6a                           ",10009,0,0,0,0,0,1920," 2 "," R9 ",$0,8/20/2009
1,"alphabet city            ","17  condops                                 ",2,407,1003," ","R9"," 214 avenue a, terr                        ",10009,0,0,0,0,0,1920," 2 "," R9 ","$726,300",8/4/2009
1,"alphabet city            ","22  store buildings                         ",4,396,7," ","K1"," 227 avenue b                              ",10009,0,3,3,"3,289","3,260",1936," 4 "," K1 ",$0,10/21/2009
1,"alphabet city            ","22  store buildings                         ",4,396,7," ","K1"," 227 avenue b                              ",10009,0,3,3,"3,289","3,260",1936," 4 "," K1 ",$0,8/10/2009
1,"alphabet city            ","31  commercial vacant land                  ",4,372,44," ","V1"," 310 east 2 street                         ",10009,0,0,0,"3,325",0,0," 4 "," V1 ",$0,1/7/2010
1,"alphabet city            ","31  commercial vacant land                  ",4,379,53," ","V1"," east 9 street                             ",10009,0,0,0,"1,845",0,2009," 4 "," V1 ",$3,9/25/2009
1,"alphabet city            ","31  commercial vacant land                  ",4,379,54," ","V1"," 719 east 9 street                         ",10009,0,0,0,"4,613",0,2009," 4 "," V1 ",$0,9/25/2009
1,"alphabet city            ","31  commercial vacant land                  ",4,379,56," ","V1"," east 9 street                             ",10009,0,0,0,"2,300",0,2009," 4 "," V1 ",$0,9/25/2009
1,"chelsea                  ","01  one family homes                        ",1,719,31," ","A5"," 415 west 21 street                        ",10011,1,0,1,"2,299","4,224",1900," 1 "," A5 ",$0,7/15/2009
1,"chelsea                  ","01  one family homes                        ",1,719,31," ","A5"," 415 west 21 street                        ",10011,1,0,1,"2,299","4,224",1900," 1 "," A5 ",$0,7/15/2009
1,"chelsea                  ","01  one family homes                        ",1,719,31," ","A5"," 415 west 21 street                        ",10011,1,0,1,"2,299","4,224",1900," 1 "," A5 ",$0,7/15/2009
1,"chelsea                  ","01  one family homes                        ",1,722,73," ","A5"," 462 west 25 street                        ",10001,1,0,1,"1,370","5,148",1970," 1 "," A5 ",$0,4/10/2009
1,"chelsea                  ","01  one family homes                        ",1,793,58," ","S1"," 134 west 18 street                        ",10011,1,1,2,"2,116","5,290",1920," 1 "," S1 ",$0,10/28/2009
1,"chelsea                  ","02  two family homes                        ",1,717,67," ","B9"," 446 west 20 street                        ",10011,2,0,2,"1,533","4,240",1901," 1 "," B9 ","$1,306,213",1/8/2010
1,"chelsea                  ","02  two family homes                        ",1,722,12," ","B9"," 447 west 24 street                        ",10011,2,0,2,"2,057","3,360",1910," 1 "," B9 ","$995,000",5/13/2009
1,"chelsea                  ","02  two family homes                        ",1,744,12," ","B3"," 349 west 20 street                        ",10011,2,0,2,"1,380","3,110",1910," 1 "," B3 ","$4,750,000",10/20/2009
1,"chelsea                  ","02  two family homes                        ",1,771,58," ","B1"," 236 west 22 street                        ",10011,2,0,2,"1,632","4,590",1901," 1 "," B1 ",$0,4/30/2009
1,"chelsea                  ","03  three family homes                      ",1,743,11," ","C0"," 355 west 19 street                        ",10011,3,0,3,"1,564","3,264",1910," 1 "," C0 ",$0,6/19/2009
1,"chelsea                  ","03  three family homes                      ",1,743,83," ","C0"," 156 9 avenue                              ",10011,3,0,3,"1,840","4,224",1920," 1 "," C0 ",$0,4/2/2009
1,"chelsea                  ","03  three family homes                      ",1,745,11," ","C0"," 347 west 21 street                        ",10011,3,0,3,"2,074","3,147",1910," 1 "," C0 ","$3,800,000",8/4/2009
1,"chelsea                  ","03  three family homes                      ",1,771,61," ","C0"," 242 west 22 street                        ",10011,3,0,3,"2,469","4,825",1901," 1 "," C0 ",$0,6/23/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",693,36," ","C7"," 195 10 avenue                             ",10011,8,1,9,"2,467","8,830",1905," 2 "," C7 ",$0,7/30/2009
1,"chelsea                  ","07  rentals - walkup apartments             ",2,715,1," ","C7"," 457 west 17 street                        ",10011,12,1,13,"2,050","9,719",1900," 2 "," C7 ","$2,000,000",3/25/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2A",719,10," ","C3"," 455 west 21 street                        ",10011,4,0,4,"1,975","4,660",1900," 2 "," C3 ",$0,6/22/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",719,19," ","C1"," 439 west 21 street                        ",10011,8,0,8,"1,577","3,600",1910," 2 "," C1 ",$0,11/16/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",720,79," ","C1"," 464 west 23 street                        ",10011,10,0,10,"2,173","6,135",1920," 2 "," C1 ","$2,624,000",12/17/2009
1,"chelsea                  ","07  rentals - walkup apartments             ",2,722,45," ","C4"," 406 west 25 street                        ",10001,20,0,20,"2,468","9,800",1910," 2 "," C4 ",$0,4/16/2009
1,"chelsea                  ","07  rentals - walkup apartments             ",2,766,30," ","C7"," 217 west 16 street                        ",10011,59,1,60,"4,600","18,030",1930," 2 "," C7 ","$7,260,000",3/18/2009
1,"chelsea                  ","07  rentals - walkup apartments             ",2,791,27," ","C5"," 123 west 15 street                        ",10011,13,0,13,"2,065","4,165",1910," 2 "," C5 ","$3,400,000",6/24/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",795,55," ","C4"," 122 west 20 street                        ",10011,8,2,10,"2,300","7,000",1901," 2 "," C4 ","$1,643,000",12/17/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",795,71," ","C4"," 156 west 20 street                        ",10011,9,1,10,"1,632","6,330",1901," 2 "," C4 ","$2,424,000",12/17/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",800,53," ","C7"," 120 west 25 street                        ",10001,8,2,10,"4,100","16,920",1900," 2 "," C7 ","$5,242,000",12/17/2009
1,"chelsea                  ","07  rentals - walkup apartments             ",2,800,55," ","C4"," 124 west 25 street                        ",10001,9,2,11,"2,469","10,160",1901," 2 "," C4 ","$3,653,000",12/17/2009
1,"chelsea                  ","07  rentals - walkup apartments             ","2B",800,56," ","C4"," 126 west 25 street                        ",10001,8,1,9,"2,469","10,470",1901," 2 "," C4 ","$4,541,000",12/17/2009
1,"chelsea                  ","08  rentals - elevator apartments           ","2B",690,46," ","D8"," 524 west 19 street                        ",10011,8,1,9,"4,600","33,183",2008," 2 "," D8 ","$6,500,000",7/29/2009
1,"chelsea                  ","08  rentals - elevator apartments           ","2B",690,46," ","D8"," 524 west 19 street                        ",10011,8,1,9,"4,600","33,183",2008," 2 "," D8 ",$0,7/29/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,722,43," ","D6"," 241 9 avenue                              ",10001,40,3,43,"4,938","30,500",1929," 2 "," D6 ",$0,8/27/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,722,43," ","D6"," 241 9 avenue                              ",10001,40,3,43,"4,938","30,500",1929," 2 "," D6 ",$0,3/16/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,745,26," ","D1"," 313 west 21 street                        ",10011,35,0,35,"4,938","20,496",1938," 2 "," D1 ","$6,250,000",5/20/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,775,44," ","D8"," 200 west 26 street                        ",10001,231,3,234,"12,994","264,000",2000," 2 "," D8 ","$34,962,084",12/23/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,775,46," ","D6"," 220 west 26 street                        ",10001,125,4,129,"17,700","136,477",2000," 2 "," D6 ","$77,207,114",12/23/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,800,20," ","D6"," 135 west 24 street                        ",10011,23,1,24,"2,925","12,609",1901," 2 "," D6 ","$10,000",12/30/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,802,1," ","D5"," 283 7 avenue                              ",10001,15,3,18,"4,942","25,144",1920," 2 "," D5 ",$0,3/19/2009
1,"chelsea                  ","08  rentals - elevator apartments           ",2,802,36," ","D6"," 777 6 avenue                              ",10001,293,2,295,"15,677","269,947",2000," 2 "," D6 ",$10,1/29/2010
1,"chelsea                  ","09  coops - walkup apartments               ","2C",719,33," ","C6"," 411 west 21st street, 4                   ",10011,0,0,0,0,0,1900," 2 "," C6 ","$98,782",10/28/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,21," ","C6"," 453 west 22nd street, 3r                  ",10011,0,0,0,0,0,1900," 2 "," C6 ","$290,000",6/15/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,34," ","C6"," 429 west 22nd street, 3e                  ",10011,0,0,0,0,0,1850," 2 "," C6 ","$980,000",10/21/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,42," ","C6"," 411 west 22nd   street, res               ",10011,0,0,0,0,0,1900," 2 "," C6 ","$432,000",4/3/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,61," ","C6"," 428 west 23rd street, a                   ",10011,0,0,0,0,0,1900," 2 "," C6 ","$1,380,000",7/30/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,63," ","C6"," 430 west 23rd street, f                   ",10011,0,0,0,0,0,1920," 2 "," C6 ","$1,385,000",8/7/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,68," ","C6"," 442 west 23rd street, e                   ",10011,0,0,0,0,0,1900," 2 "," C6 ","$1,040,000",12/22/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,72," ","C6"," 450 west 23rd, 1a                         ",10011,0,0,0,0,0,1900," 2 "," C6 ","$1,375,000",10/13/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",720,74," ","C6"," 454 west 23, res                          ",10011,0,0,0,0,0,1900," 2 "," C6 ",$0,1/11/2010
1,"chelsea                  ","09  coops - walkup apartments               ",2,722,47," ","C6"," 410 west 25th street, 4a                  ",10001,0,0,0,0,0,1910," 2 "," C6 ","$518,000",1/4/2010
1,"chelsea                  ","09  coops - walkup apartments               ","2C",738,23," ","C6"," 321 west 14th street, 4                   ",10014,0,0,0,0,0,1900," 2 "," C6 ","$900,000",12/14/2009
1,"chelsea                  ","09  coops - walkup apartments               ",2,738,51," ","C6"," 318 west 15th street, 1c                  ",10011,0,0,0,0,0,1900," 2 "," C6 ","$423,000",10/9/2009
1,"chelsea                  ","09  coops - walkup apartments               ",2,738,51," ","C6"," 318 west 15th street, 2a                  ",10011,0,0,0,0,0,1900," 2 "," C6 ","$395,000",10/30/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",742,47," ","C6"," 314 west 19th   street, 1a                ",10011,0,0,0,0,0,1920," 2 "," C6 ","$1,400,000",2/9/2010
1,"chelsea                  ","09  coops - walkup apartments               ","2C",742,56," ","C6"," 332 west 19th street, pha                 ",10011,0,0,0,0,0,1910," 2 "," C6 ","$1,325,000",1/6/2010
1,"chelsea                  ","09  coops - walkup apartments               ","2C",742,57," ","C6"," 334 west 19th street, ph-b                ",10011,0,0,0,0,0,1910," 2 "," C6 ","$1,705,000",1/11/2010
1,"chelsea                  ","09  coops - walkup apartments               ",2,742,60," ","C6"," 340 west 19th street, 17                  ",10011,0,0,0,0,0,1920," 2 "," C6 ",$0,4/2/2009
1,"chelsea                  ","09  coops - walkup apartments               ",2,742,60," ","C6"," 340 west 19th street, 15                  ",10011,0,0,0,0,0,1920," 2 "," C6 ","$700,000",8/20/2009
1,"chelsea                  ","09  coops - walkup apartments               ","2C",743,24," ","C6"," 329 west 19th street, 4                   ",10011,0,0,0,0,0,1920," 2 "," C6 ","$724,000",5/15/2009
1,"chelsea                  ","09  coops - walkup apartments               ",2,743,80," ","C6"," 160 ninth avenue, 4r                      ",10011,0,0,0,0,0,1920," 2 "," C6 ","$380,000",5/13/2009
