"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","easement","building_class_at_present","address","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4198," ","R4"," 211 east 46 street, 28e                   ",10017,1,0,1,"17,812",683,1979," 2 "," R4 ","$647,664",11/4/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4199," ","R4"," 211 east 46 street, 28f                   ",10017,1,0,1,"17,812","1,160",1979," 2 "," R4 ","$1,140,440",7/23/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4200," ","R4"," 211 east 46 street, 28g                   ",10017,1,0,1,"17,812",911,1979," 2 "," R4 ","$980,000",5/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4207," ","R4"," 211 east 46 street, 29e                   ",10017,1,0,1,"17,812",683,1979," 2 "," R4 ","$636,406",9/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4208," ","R4"," 211 east 46 street, 29f                   ",10017,1,0,1,"17,812","1,160",1979," 2 "," R4 ","$1,196,443",7/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4214," ","R4"," 211 east 46 street, 30c                   ",10017,1,0,1,"17,812",621,1979," 2 "," R4 ","$625,000",5/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4216," ","R4"," 211 east 46 street, 30e                   ",10017,1,0,1,"17,812",683,1979," 2 "," R4 ","$657,456",8/31/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4217," ","R4"," 211 east 46 street, 30f                   ",10017,1,0,1,"17,812","1,160",1979," 2 "," R4 ","$1,279,940",4/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4222," ","R4"," 211 east 46 street, 31b                   ",10017,1,0,1,"17,812",710,1979," 2 "," R4 ","$672,045",6/11/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4226," ","R4"," 211 east 46 street, 31f                   ",10017,1,0,1,"17,812","1,160",1979," 2 "," R4 ","$1,272,812",4/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4227," ","R4"," 211 east 46 street, 31g                   ",10017,1,0,1,"17,812",911,1979," 2 "," R4 ","$967,337",6/11/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4231," ","R4"," 211 east 46 street, 32b                   ",10017,1,0,1,"17,812",692,1979," 2 "," R4 ","$646,588",7/2/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4232," ","R4"," 211 east 46 street, 32c                   ",10017,1,0,1,"17,812",621,1979," 2 "," R4 ","$600,000",6/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4239," ","R4"," 211 east 46 street, 33a                   ",10017,1,0,1,"17,812",628,1979," 2 "," R4 ","$613,866",8/5/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4240," ","R4"," 211 east 46 street, 33b                   ",10017,1,0,1,"17,812",710,1979," 2 "," R4 ","$682,227",9/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4248," ","R4"," 211 east 46 street, 34a                   ",10017,1,0,1,"17,812",628,1979," 2 "," R4 ","$616,041",9/14/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4249," ","R4"," 211 east 46 street, 34b                   ",10017,1,0,1,"17,812",710,1979," 2 "," R4 ","$660,000",9/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4250," ","R4"," 211 east 46 street, 34c                   ",10017,1,0,1,"17,812",621,1979," 2 "," R4 ","$712,775",3/25/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4257," ","R4"," 211 east 46 street, pha                   ",10017,1,0,1,"17,812",628,1979," 2 "," R4 ","$612,500",8/25/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4258," ","R4"," 211 east 46 street, phb                   ",10017,1,0,1,"17,812",710,1979," 2 "," R4 ","$692,410",8/4/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1320,4260," ","R4"," 211 east 46 street, phd                   ",10017,1,0,1,"17,812",606,1979," 2 "," R4 ","$556,957",5/11/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1322,1027," ","R4"," 249 east 48 street, 2j                    ",10017,1,0,1,"12,830",776,0," 2 "," R4 ","$800,000",4/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1322,1115," ","R4"," 249 east 48 street, 11g                   ",10017,1,0,1,"12,830",591,0," 2 "," R4 ","$470,000",6/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1044," ","R4"," 255 east 49 street, 9f                    ",10017,1,0,1,0,609,1985," 2 "," R4 ","$487,000",9/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1064," ","R4"," 255 east 49 street, 14b                   ",10017,1,0,1,0,880,1985," 2 "," R4 ","$700,000",3/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1067," ","R4"," 255 east 49 street, 14e                   ",10017,1,0,1,0,"1,056",1985," 2 "," R4 ","$517,500",8/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1077," ","R4"," 255 east 49 street, 16c                   ",10017,1,0,1,0,739,1985," 2 "," R4 ","$660,000",10/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1101," ","R4"," 255 east 49 street, 20c                   ",10017,1,0,1,0,739,1985," 2 "," R4 ","$662,078",7/17/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1111," ","R4"," 255 east 49 street, 22a                   ",10017,1,0,1,0,880,1985," 2 "," R4 ","$750,000",8/18/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1138," ","R4"," 255 east 49 street, 26d                   ",10017,1,0,1,0,"1,288",1985," 2 "," R4 ",$0,8/21/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1143," ","R4"," 255 east 49 street, 27c                   ",10017,1,0,1,0,739,1985," 2 "," R4 ","$670,000",1/4/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1145," ","R4"," 255 east 49 street, 27e                   ",10017,1,0,1,0,"1,056",1985," 2 "," R4 ",$0,3/24/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1146," ","R4"," 255 east 49 street, 27f                   ",10017,1,0,1,0,609,1985," 2 "," R4 ",$0,3/24/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1323,1148," ","R4"," 255 east 49 street, 28b                   ",10017,1,0,1,0,880,1985," 2 "," R4 ","$808,000",1/15/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1324,1004," ","R4"," 245 east 50 street, 3a                    ",10022,1,0,1,0,790,1980," 2 "," R4 ","$650,000",10/7/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1324,1005," ","R4"," 245 east 50 street, 3b                    ",10022,1,0,1,0,772,1980," 2 "," R4 ","$400,000",10/7/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1005," ","R4"," 224 east 52 street, 3                     ",10022,1,0,1,0,800,0," 2 "," R4 ","$680,000",10/13/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1110," ","R4"," 230 east 52 street, 2e                    ",10022,1,0,1,0,381,1901," 2 "," R4 ","$350,000",6/2/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1122," ","R4"," 230 east 52 street, 4e                    ",10022,1,0,1,0,381,1901," 2 "," R4 ",$0,7/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1405," ","R4"," 209 east 51 street, 2a                    ",10022,1,0,1,0,680,1958," 2 "," R4 ","$757,455",11/13/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1409," ","R4"," 209 east 51 street, 2e                    ",10022,1,0,1,0,"1,198",1958," 2 "," R4 ","$1,272,812",10/16/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1440," ","R4"," 209 east 51 street, 7a                    ",10022,1,0,1,0,680,1958," 2 "," R4 ","$753,505",1/6/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1444," ","R4"," 209 east 51 street, 7e                    ",10022,1,0,1,0,"1,198",1958," 2 "," R4 ","$1,323,725",10/23/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1449," ","R4"," 209 east 51 street, 8c                    ",10022,1,0,1,0,581,1958," 2 "," R4 ","$722,957",7/14/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1454," ","R4"," 209 east 51 street, 9a                    ",10022,1,0,1,0,680,1958," 2 "," R4 ","$773,870",12/22/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1457," ","R4"," 209 east 51 street, 9d                    ",10022,1,0,1,0,505,1958," 2 "," R4 ","$651,680",1/28/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1458," ","R4"," 209 east 51 street, 9e                    ",10022,1,0,1,0,"1,198",1958," 2 "," R4 ","$1,501,918",3/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1460," ","R4"," 209 east 51 street, 9g                    ",10022,1,0,1,0,834,1958," 2 "," R4 ","$952,063",12/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1464," ","R4"," 209 east 51 street, 10d                   ",10022,1,0,1,0,505,1958," 2 "," R4 ","$661,862",5/19/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1467," ","R4"," 209 east 51 street, 10g                   ",10022,1,0,1,0,834,1958," 2 "," R4 ","$933,735",6/12/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1468," ","R4"," 209 east 51 street, 11a                   ",10022,1,0,1,0,"1,218",1958," 2 "," R4 ","$1,476,462",2/1/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1469," ","R4"," 209 east 51 street, 11b                   ",10022,1,0,1,0,"1,139",1958," 2 "," R4 ","$1,400,093",12/7/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1473," ","R4"," 209 east 51 street, 12b                   ",10022,1,0,1,0,"1,139",1958," 2 "," R4 ","$1,349,181",12/7/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1474," ","R4"," 209 east 51 street, 12c                   ",10022,1,0,1,0,840,1958," 2 "," R4 ","$1,069,162",6/29/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1325,1476," ","R4"," 209 east 51 street, pha                   ",10022,1,0,1,0,"1,789",1958," 2 "," R4 ","$2,036,500",10/12/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1020," ","R4"," 250 east 53 street, 602                   ",10022,1,0,1,0,"1,301",2006," 2 "," R4 ","$1,350,000",6/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1044," ","R4"," 250 east 53 street, 1001                  ",10022,1,0,1,0,"1,578",2006," 2 "," R4 ",$0,4/29/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1073," ","R4"," 250 east 53 street, 1803                  ",10022,1,0,1,0,970,2006," 2 "," R4 ",$0,4/17/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1102," ","R4"," 250 east 53 street, 2504                  ",10022,1,0,1,0,"1,922",2006," 2 "," R4 ","$2,587,500",7/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1106," ","R4"," 250 east 53 street, 2604                  ",10022,1,0,1,0,"1,916",2006," 2 "," R4 ","$2,775,000",11/18/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1326,1135," ","R4"," 250 east 53 street, ph                    ",10022,1,0,1,0,"4,511",2006," 2 "," R4 ","$10,500,000",5/11/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1139," ","R4"," 250 east 54 street, 22b                   ",10022,1,0,1,0,376,1990," 2 "," R4 ","$445,000",6/29/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1186," ","R4"," 250 east 54 street, 5e                    ",10022,1,0,1,0,391,1990," 2 "," R4 ","$370,000",10/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1191," ","R4"," 250 east 54 street, 10e                   ",10022,1,0,1,0,391,1990," 2 "," R4 ","$425,000",2/1/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1199," ","R4"," 250 east 54 street, 19e                   ",10022,1,0,1,0,391,1990," 2 "," R4 ","$449,000",8/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1251," ","R4"," 250 east 54 street, 38b                   ",10022,1,0,1,0,"1,255",1990," 2 "," R4 ",$0,11/6/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1327,1255," ","R4"," 250 east 54 street, 30c                   ",10022,1,0,1,0,788,1990," 2 "," R4 ","$780,000",7/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1329,1008," ","R4"," 231 east 55 street, 35a                   ",10022,1,0,1,0,926,0," 2 "," R4 ",$0,9/9/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1330,1031," ","R4"," 212 east 57 street, 16a                   ",10022,1,0,1,0,"1,923",2004," 2 "," R4 ","$2,300,000",10/9/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1024," ","R4"," 200 east 58 street, 11b                   ",10022,1,0,1,0,734,0," 2 "," R4 ","$625,000",8/31/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1036," ","R4"," 200 east 58 street, 7c                    ",10022,1,0,1,0,524,0," 2 "," R4 ",$0,11/18/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1079," ","R4"," 200 east 58 street, 11f                   ",10022,1,0,1,0,516,0," 2 "," R4 ",$0,5/18/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1095," ","R4"," 200 east 58 street, 6h                    ",10022,1,0,1,0,"1,255",0," 2 "," R4 ","$1,050,000",6/9/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1306," ","R4"," 207 east 57 street, 4c                    ",10022,1,0,1,0,"1,443",0," 2 "," R4 ",$0,12/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1306," ","R4"," 207 east 57 street, 4c                    ",10022,1,0,1,0,"1,443",0," 2 "," R4 ","$1,650,000",4/6/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1310," ","R4"," 207 east 57 street, 6b                    ",10022,1,0,1,0,"1,423",0," 2 "," R4 ","$1,200,000",3/18/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1317," ","R4"," 207 east 57 street, 9a10a                 ",10022,1,0,1,0,"1,230",0," 2 "," R4 ","$1,500,000",11/2/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1338," ","R4"," 207 east 57 street, 20a                   ",10022,1,0,1,0,"1,551",0," 2 "," R4 ","$1,950,000",10/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1348," ","R4"," 207 east 57 street, 25a                   ",10022,1,0,1,0,"1,551",0," 2 "," R4 ",$0,7/27/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1355," ","R4"," 207 east 57 street, 28b                   ",10022,1,0,1,0,"1,386",0," 2 "," R4 ",$0,6/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1331,1364," ","R4"," 207 east 57 street, 33a                   ",10022,1,0,1,0,"1,795",0," 2 "," R4 ",$0,5/6/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1336,1046," ","R4"," 303 east 43 street, 17c                   ",10017,1,0,1,0,932,1983," 2 "," R4 ",$0,8/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1336,1061," ","R4"," 303 east 43 street, 22c                   ",10017,1,0,1,0,930,1983," 2 "," R4 ","$730,000",1/5/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1092," ","R4"," 301 east 45 street, 18b                   ",10017,1,0,1,0,759,1980," 2 "," R4 ","$682,000",5/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1235," ","R4"," 333 east 45 street, 10b                   ",10017,1,0,1,"10,318",565,1977," 2 "," R4 ","$555,000",12/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1247," ","R4"," 333 east 45 street, 23b                   ",10017,1,0,1,"10,318",567,1977," 2 "," R4 ","$560,000",4/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1264," ","R4"," 333 east 45 street, 11c                   ",10017,1,0,1,"10,318",565,1977," 2 "," R4 ","$520,000",8/5/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1297," ","R4"," 333 east 45 street, 17d                   ",10017,1,0,1,"10,318",564,1977," 2 "," R4 ",$0,7/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1338,1326," ","R4"," 333 east 45 street, 19e                   ",10017,1,0,1,"10,318",552,1977," 2 "," R4 ","$605,000",12/14/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1015," ","R4"," 845 united nations plaza, 18a             ",10017,1,0,1,0,"1,972",0," 2 "," R4 ","$2,670,000",12/4/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1045," ","R4"," 845 united nations plaza, 7c              ",10017,1,0,1,0,871,0," 2 "," R4 ","$760,687",12/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1088," ","R4"," 845 united nations plaza, 10e             ",10017,1,0,1,0,"1,588",0," 2 "," R4 ","$1,625,000",12/10/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1096," ","R4"," 845 united nations plaza, 19e             ",10017,1,0,1,0,"1,588",0," 2 "," R4 ","$1,910,000",7/7/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1126," ","R4"," 845 united nations plaza, 8g              ",10017,1,0,1,0,"1,181",0," 2 "," R4 ","$1,025,000",6/4/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1128," ","R4"," 845 united nations plaza, 10g             ",10017,1,0,1,0,"1,181",0," 2 "," R4 ",$0,10/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1128," ","R4"," 845 united nations plaza, 10g             ",10017,1,0,1,0,"1,181",0," 2 "," R4 ","$1,190,000",10/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1160," ","R4"," 845 united nations plaza, 23h             ",10017,1,0,1,0,"1,325",0," 2 "," R4 ",$0,6/5/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1212," ","R4"," 845 united nations plaza, 47b             ",10017,1,0,1,0,"2,835",0," 2 "," R4 ","$4,235,000",8/21/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1243," ","R4"," 845 united nations plaza, 44c             ",10017,1,0,1,0,"2,063",0," 2 "," R4 ",$0,4/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1259," ","R4"," 845 united nations plaza, 60c             ",10017,1,0,1,0,"2,051",0," 2 "," R4 ","$3,320,000",10/14/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1283," ","R4"," 845 united nations plaza, 53d             ",10017,1,0,1,0,"1,589",0," 2 "," R4 ",$0,1/29/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1300," ","R4"," 845 united nations plaza, 38e             ",10017,1,0,1,0,"1,493",0," 2 "," R4 ","$2,000,000",2/3/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1314," ","R4"," 845 united nations plaza, 52e             ",10017,1,0,1,0,"1,493",0," 2 "," R4 ","$2,100,000",5/5/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1320," ","R4"," 845 united nations plaza, 58e             ",10017,1,0,1,0,"1,493",0," 2 "," R4 ","$2,325,000",12/11/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1334," ","R4"," 845 united nations plaza, 81a             ",10017,1,0,1,0,"2,472",0," 2 "," R4 ","$5,650,000",4/23/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1348," ","R4"," 845 united nations plaza, 86b             ",10017,1,0,1,0,"5,426",0," 2 "," R4 ","$10,000,000",7/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1340,1357," ","R4"," 845 united nations plaza, 82c             ",10017,1,0,1,0,"2,688",0," 2 "," R4 ","$4,850,000",10/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1013," ","R4"," 330 east 49 street, 2d                    ",10017,1,0,1,0,615,1962," 2 "," R4 ","$565,000",9/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1142," ","R4"," 330 east 49 street, tower                 ",10017,1,0,1,0,846,1962," 2 "," R4 ","$1,200,000",8/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1403," ","R4"," 100 united nations plaza, 3a              ",10017,1,0,1,"25,179","1,327",1984," 2 "," R4 ","$1,250,000",1/14/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1442," ","R4"," 100 united nations plaza, 8f              ",10017,1,0,1,0,660,1984," 2 "," R4 ","$610,000",12/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1442," ","R4"," 100 united nations plaza, 8f              ",10017,1,0,1,0,660,1984," 2 "," R4 ",$0,9/25/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1456," ","R4"," 100 united nations plaza, 10g             ",10017,1,0,1,0,"1,256",1984," 2 "," R4 ",$0,7/13/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1464," ","R4"," 100 united nations plaza, 12a             ",10017,1,0,1,0,"1,327",1984," 2 "," R4 ","$1,200,000",8/24/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1485," ","R4"," 100 united nations plaza, 16a             ",10017,1,0,1,0,"1,327",1984," 2 "," R4 ","$1,200,000",12/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1499," ","R4"," 100 united nations plaza, 18a             ",10017,1,0,1,0,"1,327",1984," 2 "," R4 ","$1,200,000",8/19/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1502," ","R4"," 100 united nations plaza, 18d             ",10017,1,0,1,0,745,1984," 2 "," R4 ","$670,000",4/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1341,1566," ","R4"," 100 united nations plaza, 28e             ",10017,1,0,1,0,"1,242",1984," 2 "," R4 ","$955,000",9/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1342,1031," ","R4"," 309 east 49 street, 6f                    ",10017,1,0,1,"16,820","1,336",1982," 2 "," R4 ","$1,160,000",1/15/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1342,1074," ","R4"," 309 east 49 street, 17a                   ",10017,1,0,1,"16,820","1,555",1982," 2 "," R4 ","$1,485,000",6/17/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1343,1405," ","R4"," 343 east 50 street, 2f                    ",10022,1,0,1,0,"1,713",1900," 2 "," R4 ",$0,1/8/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1344,1062," ","R4"," 335 east 51 street, 7h                    ",10022,1,0,1,"7,531",544,0," 2 "," R4 ",$0,6/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1344,1081," ","R4"," 335 east 51 street, 10c                   ",10022,1,0,1,"7,531",365,0," 2 "," R4 ","$350,000",6/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1344,1145," ","R4"," 351 east 51 street, 14e                   ",10022,1,0,1,0,885,0," 2 "," R4 ","$975,000",12/3/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1344,1146," ","R4"," 351 east 51 street, 15a                   ",10022,1,0,1,0,"1,752",0," 2 "," R4 ","$2,110,000",10/8/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1007," ","R4"," 310 east 53 street, 4/5b                  ",10022,1,0,1,0,"1,603",0," 2 "," R4 ","$1,500,000",4/8/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1016," ","R4"," 310 east 53 street, 6c                    ",10022,1,0,1,0,"1,603",0," 2 "," R4 ","$1,300,000",2/1/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1019," ","R4"," 310 east 53 street, 7b                    ",10022,1,0,1,0,"1,603",0," 2 "," R4 ","$1,850,000",12/17/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1021," ","R4"," 310 east 53 street, 7d                    ",10022,1,0,1,0,"2,313",0," 2 "," R4 ","$1,850,000",1/19/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1061," ","R4"," 310 east 53 street, 22a                   ",10022,1,0,1,0,"1,603",0," 2 "," R4 ","$2,090,000",8/13/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1065," ","R4"," 310 east 53 street, 23b                   ",10022,1,0,1,0,"1,749",0," 2 "," R4 ","$2,650,000",8/28/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1067," ","R4"," 310 east 53 street, 24a                   ",10022,1,0,1,0,"1,603",0," 2 "," R4 ","$2,562,000",4/22/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1345,1076," ","R4"," 310 east 53 street, 27b                   ",10022,1,0,1,0,"1,749",0," 2 "," R4 ","$2,600,000",12/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1346,1058," ","R4"," 320 east 54 street, 8b                    ",10022,1,0,1,0,815,1959," 2 "," R4 ","$627,000",8/5/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1346,1072," ","R4"," 320 east 54 street, 9h                    ",10022,1,0,1,0,"1,165",1959," 2 "," R4 ",$0,9/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1016," ","R4"," 300 east 55 street, 4c                    ",10022,1,0,1,0,"1,401",0," 2 "," R4 ","$875,000",7/20/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1036," ","R4"," 300 east 55 street, 7e                    ",10022,1,0,1,0,"1,370",0," 2 "," R4 ","$1,566,833",5/1/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1068," ","R4"," 300 east 55 street, 16a                   ",10022,1,0,1,0,"1,518",0," 2 "," R4 ",$0,8/14/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1080," ","R4"," 300 east 55 street, 19a                   ",10022,1,0,1,0,"1,518",0," 2 "," R4 ","$1,800,000",7/15/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1096," ","R4"," 300 east 55 street, 23b                   ",10022,1,0,1,0,"1,619",0," 2 "," R4 ","$2,100,000",1/21/2010
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1097," ","R4"," 300 east 55 street, 23c                   ",10022,1,0,1,0,"1,881",0," 2 "," R4 ",$0,3/6/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1116," ","R4"," 300 east 55 street, 30b                   ",10022,1,0,1,0,"1,619",0," 2 "," R4 ",$0,7/26/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1122," ","R4"," 300 east 55 street, stor2                 ",10022,1,0,1,0,20,0," 2 "," R4 ","$20,000",9/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1126," ","R4"," 300 east 55 street, stor6                 ",10022,1,0,1,0,23,0," 2 "," R4 ",$0,9/30/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1129," ","R4"," 300 east 55 street, stor9                 ",10022,1,0,1,0,23,0," 2 "," R4 ","$10,000",6/24/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1136," ","R4"," 300 east 55 street, sto16                 ",10022,1,0,1,0,23,0," 2 "," R4 ","$11,000",8/19/2009
1,"midtown east             ","13  condos - elevator apartments            ",2,1347,1137," ","R4"," 300 east 55 street, sto17                 ",10022,1,0,1,0,23,0," 2 "," R4 ","$30,000",3/26/2009
